Date,ABT,MMM,w_ABT,w_MMM,total_wealth  ,rw_ABT,rw_MMM,qty_ABT,qty_MMM,total_rebalanced
2012-08-29,28.910844,83.729473,66899.693016,55512.640599,122412.333615,61348.810968,61541.162655,2126.0,734.0,122950.997232
2012-08-30,28.818307,83.122542,66685.562398,55110.245346,121795.807744,61267.720682,61011.945828,2122.0,735.0,122308.776216
2012-08-31,28.879996,83.883469,66828.310744,55614.739947,122443.050691,61283.351512,61654.349715,2129.0,733.0,122998.961619
2012-09-04,28.844747,83.050071,66746.744558,55062.197073,121808.941631,61410.466363,60875.702043,2120.0,736.0,122313.035764
2012-09-05,28.972534,83.113481,67042.443676,55104.237903,122146.681579,61421.77208,61171.522016,2116.0,737.0,122630.613964
2012-09-06,29.488093,84.49946,68235.447202,56023.14198,124258.589182,62396.804788,62276.10202,2115.0,738.0,124743.003331
2012-09-07,29.38674,84.082761,68000.91636,55746.870543,123747.786903,62152.9551,62053.077618,2113.0,738.0,124221.117874
2012-09-10,29.607062,82.135141,68510.741468,54455.598483,122966.339951,62559.722006,60615.734058,2081.0,750.0,123249.3147
2012-09-11,29.668753,82.588076,68653.494442,54755.894388,123409.38883,61740.674993,61941.057,2084.0,749.0,123717.394921
2012-09-12,29.893483,82.261962,69173.519662,54539.680806,123713.200468,62298.018572,61614.209538,2073.0,753.0,123941.472855
2012-09-13,30.523613,83.394299,70631.640482,55290.420237,125922.060719,63275.449749,62795.907147,2065.0,756.0,126100.382106
2012-09-14,30.082968,85.133572,69611.987952,56443.558236,126055.546188,62121.32892,64360.980432,2102.0,742.0,126505.340569
2012-09-17,30.457517,84.952394,70478.694338,56323.437222,126802.13156,64021.700734,63034.676348,2087.0,748.0,127158.208491
2012-09-18,30.364978,84.635342,70264.559092,56113.231746,126377.790838,63371.709086,63307.235816,2086.0,748.0,126727.924702
2012-09-19,30.558864,84.816513,70713.211296,56233.348119,126946.559415,63745.790304,63442.751724,2082.0,750.0,127267.886806
2012-09-20,30.783593,84.771223,71233.234202,56203.320849,127436.555051,64091.440626,63578.41725,2074.0,753.0,127701.805084
2012-09-21,30.67784,84.436049,70988.52176,55981.100487,126969.622247,63625.84016,63580.344897,2073.0,753.0,127230.08734
2012-09-24,30.673432,84.907105,70978.321648,56293.410615,127271.732263,63586.024536,63935.050065,2079.0,751.0,127575.654724
2012-09-25,30.655807,84.091822,70937.537398,55752.877986,126690.415384,63733.422753,63152.958322,2070.0,754.0,126926.734816
2012-09-26,30.488358,83.874408,70550.060412,55608.732504,126158.792916,63110.90106,63241.303632,2073.0,753.0,126416.18523
2012-09-27,30.545645,84.082761,70682.62253,55746.870543,126429.493073,63321.122085,63314.319033,2073.0,753.0,126691.83099
2012-09-28,30.210751,83.720412,69907.677814,55506.633156,125414.31097,62626.886823,63041.470236,2080.0,750.0,125724.746931
2012-10-01,30.439885,84.508521,70437.89389,56029.149423,126467.043313,63314.9608,63381.39075,2082.0,750.0,126792.427401
2012-10-02,30.201937,84.734988,69887.282218,56179.297044,126066.579262,62880.432834,63551.241,2093.0,746.0,126466.869915
2012-10-03,30.770368,84.952394,71202.631552,56323.437222,127526.068774,64402.380224,63374.485924,2076.0,752.0,127818.780874
2012-10-04,31.188983,85.541211,72171.306662,56713.822893,128885.129555,64748.328708,64326.990672,2070.0,754.0,129130.615998
2012-10-05,31.554725,86.02132,73017.63365,57032.13516,130049.76881,65318.28075,64860.07528,2063.0,757.0,130249.704124
2012-10-08,31.426941,86.39273,72721.941474,57278.37999,130000.321464,64833.779283,65399.29661,2072.0,753.0,130267.243102
